location_id,management_professional_and_related,service,sales_and_office,farming_fishing_and_forestry,construction_extraction_maintenance_and_repair,production_transportation_and_material_moving,median_earnings_2010,unemployment
4415,26.1,18.05,27.1,0.45,9.8,18.45,24023.88222,0.097
4416,24.55,20.25,24.3,0.25,11.4,19.2,15589.32032,0.126
4417,25.65,20,27.8,1.2,13.65,11.65,24256.58,0.094
4418,36.1,15.9,28.6,0.1,7.85,11.45,36324.45429,0.099
4419,35.4,18.8,22.25,0.95,10.7,11.9,26065.98064,0.059
4420,29.45,15.1,23.1,1.1,8.65,22.6,25646.52889,0.055
4421,43.7,14.6,23.75,0.5,9.6,7.9,30114.46254,0.048
4422,24.7,13.75,20.9,1.15,15.9,23.55,24699.74318,0.098
4423,29.65,18.55,26.8,0.2,9.45,15.35,27741.67651,0.073
4424,20.25,13.55,22.65,0.6,18.05,25,26875.00381,0.076
4425,23.15,18.3,18.8,1.6,10.1,28.05,22326.54826,0.072
4426,29.15,19.9,24.35,1.75,8.05,16.75,19492.37937,0.141
4427,31.8,19.3,20.6,1.65,10.75,15.8,20614.25619,0.085
4428,34.35,17.65,26.05,0.3,8.45,13.25,28901.39969,0.109
4429,19.15,25,17.55,14.55,13.7,10,23360.41334,0.091
4430,41.05,12.45,27.85,0.2,8.3,10.2,38671.20857,0.074
4431,23.8,15.3,28.45,0.5,12.95,19.1,26716.49334,0.118
4432,31.7,21.55,26.55,0.3,11.2,8.75,25016.83683,0.115
4433,33.8,21.65,26.05,0.1,6.5,11.85,27831.05111,0.108
4434,34.65,18,17.55,5.9,11.5,12.3,24724.53746,0.047
4435,38.7,15.85,27.95,0.2,8.95,8.4,33655.73333,0.078
4436,26.2,18.4,21.55,0.7,11.1,22,26217.6327,0.084
4437,31,17.2,25.4,0.3,8.4,17.8,28555.70445,0.077
4438,23.5,15.8,22.45,0.6,19.6,18,27141.1273,0.088
4439,24.7,15.3,22.7,0.65,14.85,21.85,23053.88413,0.105
4440,29.2,23.35,25.6,2.1,12.15,7.55,27904.35651,0.083
4441,26.35,18.65,19.4,0.8,9.95,24.85,24475.9781,0.08
4442,41.2,14.7,26.2,1.2,6.95,9.75,32885.54667,0.071
4443,27.35,17.25,25.45,0.95,12.8,16.15,32957.35365,0.065
4444,20.2,17.25,25.8,1.85,7,27.9,17046.56794,0.116
4445,29.25,14.85,20.65,5.1,10.85,19.3,20693.82413,0.077
4446,28,20.6,24.45,0.9,8.95,17.1,15085.26826,0.093
4447,22.25,16.7,27.3,0.25,16,17.55,26063.56222,0.042
4448,44.7,12.45,26.95,0.2,7.05,8.7,38464.76254,0.061
4449,21.15,18,23.45,1.6,13.5,22.25,29919.84349,0.073
4450,23.4,14.75,21.55,2.35,10.35,27.55,22554.7073,0.1
4451,20.5,20.75,31.6,5.6,9.65,11.9,20397.47651,0.113
4452,28.9,14.35,19.75,1.45,13.75,21.8,23687.68921,0.086
4453,23.1,24.5,28.25,3,11.8,9.3,21616.79048,0.116
4454,29.1,13.45,22.6,1.2,8.3,25.4,28962.82286,0.076
4455,30,16.5,23.55,1.65,16.2,12.05,26591.29778,0.041
4456,38.75,16.45,27.6,0.3,7.15,9.75,29775.61715,0.081
4457,37.7,14.9,29.25,0.25,7.4,10.55,32351.68699,0.054
4458,21.65,15.1,18.5,3.3,10.65,30.8,24078.15207,0.045
4459,22.95,19.9,24.85,1.55,12,18.75,21758.69619,0.125
4460,25.55,16.65,22.05,2.95,12.65,20.1,21738.26667,0.107
4461,24.9,29.25,22.3,3.3,6.95,13.3,19012.89524,0.128
4462,31.25,19.3,27.6,0.9,11.5,9.45,26719.80349,0.09
4463,33.2,22.2,19.25,0.95,12.75,11.65,27262.75207,0.099
4464,26.65,18.85,22.7,0.9,12.35,18.6,23169.20064,0.08
4465,32.9,24.8,20.05,0.45,15.5,6.3,35484.54317,0.081
4466,14.2,18.55,21.25,25.75,9.05,11.25,18260.82381,0.137
4467,26.5,18.35,20.9,0.7,8.1,25.45,21437.53619,0.095
4468,28.8,19.35,16.5,3.6,13.3,18.5,21826.85683,0.144
4469,24.55,19.1,20.8,1.6,14.35,19.55,22085.85969,0.08
4470,35.45,16.3,27.65,3.1,10.7,6.75,19351.68413,0.091
4471,26.25,14.5,25.85,1.1,13.15,19.2,27696.45588,0.072
4472,33.3,17.85,21.85,2.45,8.65,16,25609.81683,0.051
4473,45.15,20.6,21.6,1.4,4.45,6.75,11947.70254,0.063
4474,31,15.45,22.85,0.55,11.55,18.55,26508.46254,0.091
4475,30.15,15.8,23.85,0.3,10.2,19.7,27077.65429,0.09
4476,23.65,11.1,21.45,0.5,25.5,17.75,36012.86635,0.043
4477,32.8,19.6,28.05,0.15,11.35,8,27748.64445,0.086
4478,22.65,27,19.3,1.2,17.1,12.7,22298.16508,0.085
4479,36.55,20.85,25,0.15,7.45,10,24237.08921,0.085
4480,25.4,16.3,23,0.95,9.4,25,23563.39143,0.116
4481,29.8,17.75,22.85,1.4,10.55,17.6,27357.21461,0.079
4482,29.85,16.15,25.45,0.65,10.7,17.15,25277.39524,0.071
4483,33.9,11.15,24.75,0.05,11.45,18.6,30782.01492,0.074
4484,27.75,20.7,21.9,2.3,12.65,14.7,20464.53461,0.061
4485,66.25,11.5,14.85,0.1,4.4,2.95,55709.80127,0.036
4486,38.1,18.7,25.85,0.4,9.2,7.8,35392.72635,0.104
4487,25.5,17.2,24.75,0.95,11.35,20.25,27867.04445,0.109
4488,26.9,16.5,22.55,0.4,16.55,17.1,20876.6527,0.111
4489,25.6,18.45,24.95,1.3,14.75,14.95,23684.01905,0.073
4490,22.7,17.3,22.45,1.05,13.3,23.15,24522.17651,0.075
4491,25.85,19.2,23.65,0.75,9.45,21.1,23968.62286,0.079
4492,27.95,15.8,25.5,0.7,10.15,19.9,24047.19429,0.078
4493,36.3,13.9,28.25,1,12.05,8.45,37762.71873,0.062
4494,37.85,14.2,28.1,0.45,8.9,10.6,39241.7473,0.1
4495,20.5,19.3,23.05,1.75,13.65,21.8,23497.51397,0.08
4496,29.2,14.8,22.4,0.65,10.05,22.9,25860.68603,0.075
4497,26.6,17.75,22.75,1,10,21.85,25219.89778,0.067
4498,30,17.75,18.65,2.4,16.15,15.05,21179.23429,0.08
4499,39.9,17.9,27.1,1.05,6.9,7.15,28154.47651,0.034
4500,38.65,16.45,23.15,0.55,9.85,11.3,27217.31492,0.071
4501,26.35,19.7,21.75,0.95,7.8,23.45,22483.04381,0.08
4502,27.05,21.35,24.45,1,9.6,16.6,24044.04572,0.091
4503,33,18.6,22.85,0.85,10.85,13.9,25595.57556,0.06
4504,29.95,18.25,25.75,0.3,13.5,12.2,28578.59461,0.054
4505,26.35,14.35,22.4,2.35,12.6,21.95,23531.96889,0.08
4506,25.05,21.6,30.1,0.3,9.7,13.25,19049.17461,0.071
4507,26.8,18.6,20.3,2.35,9.1,22.8,22440.62254,0.076
4508,31.7,16.55,25.85,0.2,12.55,13.2,27634.7781,0.072
4509,25.7,16.85,23.6,0.7,18.55,14.6,27900.86318,0.068
4510,29.3,17.45,23.15,1.55,13.3,15.25,23484.02159,0.086
4511,28.5,21.25,22.75,0.95,15.15,11.45,22214.36476,0.152
4512,23.15,18.3,26.25,3.8,15.95,12.65,21691.40508,0.095
4513,28.05,16.3,20.9,3,15.45,16.25,23271.9273,0.068
4514,40.35,16.6,25.3,0.7,8.35,8.75,35119.40127,0.078
4515,33.95,13.2,23.95,0.6,8.25,20.15,31739.18349,0.069
4516,25,19.15,23.75,0.75,11.1,20.3,21999.94572,0.084
4517,35.15,17.45,28.2,0.1,8.8,10.2,27375.54349,0.064
4518,17.8,14.4,27.1,0.1,18.9,21.75,22894.32127,0.081
4519,23.45,16.7,20.25,3.5,13.9,22.2,24613.24953,0.083
4520,31.65,15.15,21.3,1.25,10.7,19.95,27160.69365,0.069
4521,23.75,17.8,20.15,4.05,10.85,23.3,25160.23238,0.06
4522,24.9,15.65,19.75,1.05,18.3,20.4,25574.83016,0.069
4523,21.25,13.3,23.8,3.95,14.2,23.55,19121.64254,0.075
4524,16.75,16.7,21.85,4.5,11,29.2,21025.69207,0.06
4525,25.75,25.45,22.15,0.9,12.15,13.6,19635.56984,0.076
4526,27.45,16.4,22.65,1.25,13.6,18.65,24431.90667,0.075
4527,27.55,13.8,18.85,2.9,19.95,16.95,30655.09715,0.042
4528,23.9,14.1,25.55,2.5,15.3,18.7,26937.23207,0.07
4529,27.55,17.15,25.5,1,10.9,17.8,22236.83746,0.094
4530,29.2,16.3,27.25,0.4,14.5,12.35,28469.38603,0.049
4531,35.75,20.55,25.15,1.15,10.1,7.2,25839.18984,0.082
4532,30.4,27.2,22.3,1.45,8.9,9.75,26596.53905,0.126
4533,20.2,20.95,26.75,2.65,16.15,13.3,24513.3527,0.08
4534,26.4,14.35,17,11.55,12.15,18.6,21489.55778,0.088
4535,28.95,14.15,23.6,1.7,13.45,18.15,25724.32032,0.093
4536,29.5,17.05,26.9,0.7,11.9,14,25380.29143,0.084
4537,24.3,23.5,28.2,0.15,11.85,12.05,22557.35715,0.099
4538,45.55,13.05,26.45,0,7,8,39824.58349,0.071
4539,27.8,17.65,22.95,2.8,10.95,17.8,23767.95143,0.069
4540,27.6,14.6,26.55,0.3,18.4,12.65,31756.09715,0.059
4541,24.85,17.5,22.4,2.15,12.55,20.55,25154.54381,0.091
4542,26.35,31.05,21.4,1.2,9.75,10.3,14194.64318,0.087
4543,19.55,18.2,21.65,1.45,12.6,26.5,23083.6273,0.082
4544,25.35,19.9,29.75,0.25,14.65,10.1,19189.11429,0.104
4545,41.1,20.9,20.55,0.75,6.25,10.55,13227.25969,0.092
4546,32.35,16.65,18.85,5.4,10.95,15.85,25087.60318,0.029
4547,40.3,13.3,27,0.3,8.95,10,37792.07016,0.06
4548,25,15.65,17.6,6.15,10.05,25.55,24096.81588,0.066
4549,26.75,16.65,23.35,2.65,13.2,17.4,22497.38318,0.079
4550,29.1,19.15,22.4,1.6,10.05,17.75,24110.87397,0.074
4551,41.55,16.1,26.65,0.6,8.15,7,26620.03143,0.049
4552,22.5,15.75,20.15,1.55,15.25,24.8,24088.75969,0.108
4553,27.6,18.6,20.8,4.4,10.95,17.65,23194.91048,0.073
4554,42.1,21.55,23.8,0.1,5,7.45,31885.94413,0.066
4555,33.55,15.65,26.85,0.3,10.35,13.25,28349.71873,0.058
4556,37.5,17.8,24.75,0.5,9.5,9.95,30710.44794,0.088
4557,27.4,16.5,25.1,2.55,16.95,11.4,27805.64191,0.075
4558,36.2,18.9,21.95,0.5,16.35,6.15,29121.43936,0.062
4559,30.85,16.75,18.8,1.95,12.05,19.6,28850.07619,0.069
4560,26.75,16.8,23.45,2.4,14.9,15.7,25194.26794,0.099
4561,31.65,20.25,24.5,1.1,8.8,13.7,25723.08,0.099
4562,21.3,19.05,27.4,0.45,13.3,18.45,19447.72572,0.113
4563,24.45,14.3,20.65,0,13.55,26.9,25823.44127,0.101
4564,36.2,17.95,25.9,0.7,6.55,12.7,23422.4054,0.07
4565,27.65,18.7,23.05,1.05,9.3,20.2,23809.62413,0.06
4566,22.75,14,23,0.85,18.6,20.75,26935.60413,0.065
4567,37.35,17.2,26.1,0.3,12.2,6.85,30166.08381,0.094
4568,24.85,14.9,22.7,2.45,12.45,22.65,23613.77746,0.099
4569,26.9,15.8,24.85,0.6,14.45,17.4,22180.29397,0.085
4570,30.05,19.4,26.9,1.25,10.1,12.3,17726.49238,0.074
4571,31.15,21.45,22.45,2.25,11.45,11.25,24798.57461,0.099
4572,51.55,10.5,27.85,0.05,5.25,4.8,49356.16794,0.064
4573,26.05,20.2,24.4,1.85,11.6,15.9,23097.89937,0.067
4574,36.2,15.3,27.8,0.2,7.7,12.75,34056.91143,0.064
4575,35.95,21.85,24.8,0.1,6.8,10.55,28634.82445,0.102
4576,37.6,16.6,26.15,0.3,7.95,11.45,25912.66508,0.036
4577,53.25,13.35,20.25,1.45,7.2,4.5,32584.70127,0.048
4578,29.1,19.4,24,2.05,8.3,17.2,19219.80794,0.059
4579,23.95,18.9,21.6,0.55,10.45,24.55,22557.65302,0.08
4580,30.25,16.15,27.55,0.6,11.15,14.3,25514.17111,0.07
4581,27.4,22.9,27,0.35,12.2,10.2,22202.66508,0.098
4582,33.5,21.1,21,1.5,11.85,11,20619.50349,0.089
4583,27.95,14.9,21.9,0.95,9.05,25.25,27409.40762,0.055
4584,33.1,13.65,27.4,0.5,12.45,12.85,32111.67302,0.061
4585,33.85,14.25,24.65,1,14.1,12.2,29663.81397,0.059
4586,22.1,22.75,24.25,2.4,17.4,11.1,27318.05175,0.072
4587,50,16,21.2,0.1,4.95,7.75,27895.68254,0.057
4588,30.6,19.05,24.55,0.7,13.35,11.8,29854.75873,0.108
4589,33.75,16.55,24.9,0.7,9.3,14.8,26981.4854,0.053
4590,25.05,16.75,21,1.05,8.2,27.95,22318.79683,0.075
4591,22.1,13.05,17.35,1.9,15.95,29.6,23163.0381,0.096
4592,24.25,16.9,20.25,0.3,13.1,25.25,25646.91524,0.095
4593,32.6,18.9,28.75,0.35,9.25,10.1,25305.46476,0.08
4594,32.4,17.35,21.3,1.95,15,12,27724.86508,0.061
4595,20.25,18.75,31.2,4.3,11.3,14.2,25681.3054,0.087
4596,30.15,18.95,23.25,0.8,12,14.8,26360.23207,0.093
4597,55.8,11.25,22.55,0.15,5.2,5.05,54543.62603,0.042
4598,26.8,15.15,23.5,1.45,10.6,22.5,28137.14762,0.073
4599,25.1,19.45,19.45,3.9,9.2,22.95,22367.71365,0.099
4600,32.75,17.8,26.6,0.7,6.95,15.25,24203.80095,0.053
4601,24.05,23.6,24.4,1.2,14.25,12.5,21677.73461,0.074
4602,25.25,15.4,21.85,2.65,14.25,20.65,23159.76191,0.078
4603,22.6,13.35,17.7,3.75,9.7,33,20240.65111,0.071
4604,34.8,15,26.55,0.4,9.3,13.9,30160.48857,0.109
4605,34.3,15,21.85,4,13.55,11.35,26782.78,0.068
4606,23.8,18,22.25,1.15,10.65,24.2,21542.87905,0.101
4607,42.85,15.1,27.8,0.1,6.85,7.3,43215.60508,0.071
4608,24.35,17.5,22.15,0.2,12.9,22.9,27542.02191,0.076
4609,32.05,14.25,23,1.6,10,19.1,30420.92826,0.054
4610,23.95,23.15,28.95,0.05,10.35,13.55,18001.4908,0.115
4611,28.65,22.75,20.6,1.2,11.15,15.6,23412.83048,0.074
4612,28.5,17.15,25.85,1,10.65,16.8,24345.19302,0.052
4613,28.55,18.8,23.8,1.45,10.5,16.95,23243.69873,0.089
4614,34.65,19.45,27.4,1.25,10.7,6.6,27649.89334,0.088
4615,28.2,21.9,26.25,2.8,10.3,10.55,22487.90349,0.093
4616,31.95,18.25,20.4,4.3,8.05,17.1,21611.31207,0.034
4617,20.3,12.85,23.35,4.6,12.9,25.95,23860.83842,0.04
4618,29.4,16.6,23.45,1.6,9.05,19.8,20891.45111,0.096
4619,23.3,13.8,21.1,2.3,14.65,24.85,26114.17651,0.073
4620,30.3,15.7,26.45,0.35,11.15,16,26844.20318,0.066
4621,34.85,17.45,23.45,1.5,10.55,12.25,24210.72032,0.064
4622,29,18.95,26.65,1.05,11.75,12.65,29348.94159,0.122
4623,27.85,18.45,22.7,0.9,12.85,17.3,28558.64413,0.089
4624,30.8,16.2,23.65,0.75,11.65,16.9,34267.68127,0.11
4625,23.25,17.25,20.45,4.5,13.45,21.1,23099.03969,0.074
4626,31.6,17.9,25.65,0.55,11.7,12.55,30316.95651,0.076
4627,28.5,16.05,22.35,0.55,10.15,22.5,26507.90953,0.074
4628,22.25,15.1,21.35,1.95,12.05,27.25,26525.11746,0.102
4629,24.15,19.6,19.5,1,12,23.75,25621.78318,0.075
4630,28.2,16.05,21.15,3.45,7.95,23.25,17021.11365,0.079
4631,40.65,13.05,27.6,0.1,8.95,9.65,37550.66667,0.057
4632,32.75,16,22.3,1.6,10.05,17.3,28798.93746,0.086
4633,28.2,17.35,23.25,0.85,13.85,16.6,27138.35937,0.095
4634,28.65,15.6,28.8,0.25,7.65,19.1,25417.15111,0.087
4635,24.95,18.35,22.2,0.35,14.25,19.85,25954.68603,0.079
4636,42.2,16.85,25.75,0.25,6.7,8.25,22807.96667,0.046
4637,27,15.3,24.2,1.05,14.45,18,29404.67778,0.044
4638,30.9,18.75,29.5,0.9,9.6,10.45,20047.7454,0.031
4639,26.1,12.8,22.05,0.85,13.95,24.2,27922.10667,0.087
4640,32.95,22.3,22.95,0.5,12.9,8.35,22426.77715,0.095
4641,42.65,15.15,21.35,0.5,12.45,7.9,42207.96921,0.059
4642,27.4,22.85,23.65,1.55,11.1,13.45,23129.60826,0.098
4643,21.7,17.75,22.85,0.75,19.35,17.55,24650.81238,0.064
4644,30.95,21.15,22.1,1.9,11.5,12.45,23622.67969,0.089
4645,45.2,13.2,25.45,0.65,6.5,8.95,33723.44476,0.065
4646,30.8,19.95,18.4,0.5,12.15,18.2,24565.9381,0.068
4647,31.85,18.25,25,1.35,9.1,14.5,17618.20318,0.072
4648,34.75,18.35,25.8,1.75,9.8,9.6,32614.1254,0.086
4649,23.8,14.55,21.4,0.9,8.6,30.75,25860.63048,0.076
4650,19.75,22.15,20,2.1,14.75,21.2,22471.54127,0.123
4651,30.05,16.3,24.3,0.1,12.85,16.4,30884.14476,0.07
4652,22.2,20.45,24.85,0.4,13.1,19,16066.05524,0.13
4653,24.7,13.85,25.3,0.85,20.7,14.65,29549.63588,0.039
4654,30.4,19.8,19.25,0.3,17.95,12.3,27278.18127,0.086
4655,36.2,15.1,28.45,0.4,10.1,9.7,32165.87619,0.051
4656,34.1,17.8,24.4,1.45,9.2,13.05,25902.49683,0.087
4657,25.45,22.05,19.8,1.25,14.15,17.35,23678.94476,0.082
4658,37.4,17.15,24.25,0.3,11.25,9.6,34317.12318,0.051
4659,25.45,19.6,18.95,0.7,14.05,21.3,23800.27207,0.093
4660,29.95,19.45,23.6,2.25,10.3,14.45,17264.27207,0.063
4661,32.2,19.25,26.25,1.75,8.8,11.75,24367.51302,0.075
4662,18.8,20.85,18.05,1.25,9.2,31.9,21767.56445,0.118
4663,24.75,21.95,26.9,5.65,8.9,11.8,22388.48921,0.283
4664,23.95,19.2,20.7,3.4,11.2,21.55,25437.69143,0.057
4665,33.8,13.2,29.6,0.2,8.2,14.9,33966.58603,0.071
4666,26.95,15.95,23.55,0.5,9.7,23.45,24793.67683,0.096
4667,21.4,22.3,21.75,5.05,8.5,20.95,18595.96064,0.127
4668,26.55,23.85,22.35,0.95,10.05,16.2,21702.32699,0.102
4669,31.2,16.25,24.3,2.55,13.9,11.75,23637.51905,0.085
4670,32.35,18.25,25.85,0.55,8.95,14,21558.92699,0.083
4671,28.3,15.75,23.55,0.45,11.65,20.3,24610.49683,0.076
4672,25.65,18.85,21.15,3.35,9.65,21.3,16180.56794,0.097
4673,24.6,15.15,23.55,0.5,11.1,25.05,23153.7527,0.113
4674,34.55,16.4,27.75,0.1,11.25,9.95,27693.09969,0.045
4675,27.25,18.55,19.05,1.95,13.2,20.05,19650.05302,0.071
4676,30,17,27.75,0.1,8.45,16.8,31538.51429,0.113
4677,29.5,16.25,22.2,1.85,10.45,19.8,21928.19492,0.076
4678,23,14.15,20.8,0.9,11.8,29.35,21740.71524,0.113
4679,33.75,18.05,25,0.45,10.4,12.3,30676.30889,0.069
4680,22.2,26.85,21.05,4.25,10.4,15.2,23950.02064,0.079
4681,26.45,17,19.3,2.2,9.65,25.4,22401.17842,0.077
4682,27.65,17,21.2,3.55,9.85,20.75,24649.67461,0.06
4683,31.2,16.45,25.05,1.8,10.05,15.45,21265.24476,0.085
4684,43.85,12.6,27.35,0.1,8,8.2,35581.02635,0.059
4685,25.4,12.5,22.8,1.55,10.65,27.1,23987.55651,0.123
4686,26.6,23.6,26.4,1.05,10.2,12.15,18633.28921,0.105
4687,30.1,17.85,22.45,2.8,9.25,17.6,22379.25207,0.059
4688,32,15.55,26.1,0.45,10.5,15.25,21367.60095,0.076
4689,33.05,21.05,27.6,0.1,7.1,11.05,22291.17365,0.068
4690,26.25,16.85,17.35,0.95,24.65,13.95,25406.02508,0.09
4691,19.3,11.9,15.3,3.75,15.85,33.85,24009.61778,0.09
4692,26.15,18.65,22.95,5.25,9.2,17.9,24384.78032,0.084
4693,18.15,30.25,20.55,3.7,7.4,20,15757.45524,0.102
4694,33.25,21,25.65,0,8.55,11.5,23145.11746,0.069
4695,33.6,19.95,24.95,2.9,7.45,11.05,25991.63492,0.084
4696,24.15,17.8,22.6,1.2,16.9,17.35,22458.14,0.115
4697,24.4,21,26.05,0.55,15.3,12.65,28018.49715,0.078
4698,28.45,20.35,26.1,0.4,9,15.6,25519.37619,0.085
4699,26.45,18.2,21.35,0.85,12.85,20.3,25467.58508,0.105
4700,25.7,18.35,25.45,3.7,6.3,20.45,19560.66794,0.146
4701,47.35,11.75,25.9,0.1,6.65,8.25,40658.30159,0.068
4702,31.3,13.75,27.6,0.4,14.65,12.25,30170.9473,0.072
4703,27.7,12.55,20.4,3.5,16.35,19.45,21002.07778,0.09
4704,34.9,15.15,26.55,0.15,9.5,13.7,27363.03524,0.071
4705,25.9,18.35,22.85,1.45,8.8,22.6,19725.55969,0.055
4706,23.2,11.8,21.9,5.15,14.1,23.9,23057.00508,0.076
4707,27.85,17.35,23.35,1.1,12.6,17.75,23969.29715,0.069
4708,28,17.8,24.45,0.75,11.85,17.2,26867.08476,0.108
4709,24.4,23.7,17.4,3.35,13.4,17.8,22407.68159,0.071
4710,23.3,15.9,21.45,4.65,5.5,29.15,20217.24127,0.169
4711,33.25,17.8,24.95,0.55,7.8,15.75,26345.32603,0.048
4712,29.15,19.4,27.45,0.1,8.1,15.75,25463.82889,0.073
4713,29.4,16.1,25.05,0.85,10.3,18.25,27726.42603,0.06
4714,44,14.25,24.4,0.1,10.4,6.9,42914.30572,0.049
4715,23.7,14.95,28.5,2.4,12,18.5,24069.78064,0.09
4716,36.65,21.15,18.4,2.55,11.55,9.65,20016.95842,0.049
4717,30.75,16.9,20.7,0.85,11.25,19.55,27901.15873,0.084
4718,38.05,15.3,22.15,0.65,9.4,14.35,30750.2308,0.063
4719,33.95,16.5,21.3,0.5,10.75,16.95,26368.21397,0.056
4720,26.35,13.15,22.2,2.05,11.55,24.75,25995.8473,0.121
4721,37.65,14.6,24.75,0.55,11.05,11.35,33029.58572,0.06
4722,39.2,14.45,27.35,0.4,10.8,7.85,32700.78254,0.052
4723,25.3,23.2,23.2,1.45,8.6,18.25,22166.32667,0.093
4724,27.45,28.25,26.5,1,7.2,9.6,11992.96635,0.067
4725,30.1,13.9,24.85,1.4,8.65,21.15,30026.2254,0.072
4726,30.05,21.05,25.8,0.65,12.7,9.8,27128.91143,0.052
4727,37.1,21.4,22.85,0.25,8.85,9.5,35224.74064,0.085
4728,29.85,18.1,17.25,2,14.55,18.1,24400.80159,0.1
4729,29.65,20.4,21,2.25,10.55,16.1,24614.29461,0.089
4730,27.35,18.65,23.15,0.3,9.7,20.85,26379.15651,0.12
4731,23.8,21.1,20.8,0.7,12.85,20.7,24527.95492,0.084
4732,19.3,20.45,22.7,1.1,20.75,15.75,21057.28699,0.099
4733,23,17.75,19.45,1.5,17,21.3,20709.80318,0.082
4734,25.2,17.8,24.35,0.5,10.5,21.65,26298.61016,0.099
4735,33.3,14.55,27.7,0.2,10.4,13.85,32552.71524,0.064
4736,40.8,16.75,24.45,0.35,7,10.65,17636.29492,0.073
4737,35.25,16.9,24.9,1.1,13.6,8.2,23203.75111,0.053
4738,29.6,14.5,21.45,0,17.2,17.2,24688.92953,0.132
4739,30.55,17.65,25,1.1,8.9,16.85,24877.78857,0.055
4740,32.2,18.45,28.2,1.2,10.35,9.65,24227.57905,0.054
4741,29.55,19.05,26.4,0.3,8.35,16.4,24589.08318,0.078
4742,40.7,17.15,26.6,0.1,6.55,8.9,30001.27397,0.069
4743,22.2,18.55,23.8,3.1,12.2,20.1,20445.43524,0.073
4744,25.9,15.5,23.5,0.55,8.55,26.05,25069.15238,0.116
4745,22.35,16.35,25.85,4.55,8.45,22.45,19312.26826,0.164
4746,38.5,18.05,22.5,1,10.2,9.8,26071.28095,0.056
4747,21.85,16.25,23,1,11.6,26.25,24328.51397,0.096
4748,20.85,14,27.35,1.15,19.8,16.8,25482.44381,0.071
4749,30.7,15.2,24.65,0.55,9.45,19.35,30927.44064,0.085
4750,32.95,19.3,26,0.25,7.4,14.15,25952.51175,0.087
4751,21.8,18.95,22.7,1.15,11.35,24.05,19636.44413,0.121
4752,26.9,15.5,26.7,5.45,10.55,14.85,24348.95143,0.066
4753,25.95,15.9,26.25,1,10.05,20.75,21618.29683,0.078
4754,24.85,16.6,20.65,0.9,11.95,24.95,24421.05143,0.099
4755,22.85,13.85,24.6,0.55,12.65,25.5,24770.88127,0.112
4756,24.25,16.3,23.65,0.9,19.6,15.3,26504.10413,0.053
4757,21.95,19.3,19.75,0,23.35,15.65,22069.97969,0.103
4758,22.1,18.25,19.2,8.45,10.4,21.65,20257.51207,0.111
4759,32.1,20,27.5,0.3,8.4,11.7,24213.75778,0.084
4760,23.6,26.75,17.75,2.25,11.65,18,19552.33397,0.112
4761,26.35,15.55,21.55,3.8,11.25,21.5,21394.02159,0.094
4762,29.4,16.35,28.9,0.5,11.2,13.55,30043.21365,0.065
4763,32.4,21.55,23.6,2.4,11.25,8.8,24368.85905,0.053
4764,42.15,13.85,26.4,0.1,9.2,8.35,36198.35651,0.076
4765,42.65,15.4,24.75,0.2,7.55,9.45,33592.64539,0.072
4766,34.5,25,22.6,0.45,7,10.45,10229.87841,0.077
4767,22.55,15.8,24,0.6,9.6,27.45,24617.46064,0.133
4768,32.5,16.75,27.5,0.1,8.3,14.85,31933.34286,0.104
4769,20.7,20.4,20.5,1.85,21.15,15.4,22847.85302,0.095
4770,27.35,17.3,25.55,2.1,11.85,15.9,27511.78826,0.105